,customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service_type_id,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract_type_id,paperless_billing,payment_type_id,monthly_charges,total_charges,churn,contract_type_id,contract_type,internet_service_type_id,internet_service_type,payment_type_id,payment_type
6469,8610-ZIKJJ,Female,0,Yes,Yes,2,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,2,20.3,31.9,No,2,One year,3,None,2,Mailed check
6470,8631-XVRZL,Male,0,No,No,9,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Yes,2,20.15,163.7,No,2,One year,3,None,2,Mailed check
6471,8717-VCTXJ,Male,0,No,No,42,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Yes,2,19.55,839.4,No,2,One year,3,None,2,Mailed check
6472,8746-BFOAJ,Male,1,No,No,21,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,3,20.5,429.55,No,2,One year,3,None,3,Bank transfer (automatic)
6473,8748-HFWBO,Male,0,Yes,Yes,19,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,2,19.9,357.7,No,2,One year,3,None,2,Mailed check
6474,8752-IMQOS,Male,0,Yes,Yes,5,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,2,20.1,85.1,No,2,One year,3,None,2,Mailed check
6475,8763-KIAFH,Female,0,Yes,Yes,27,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Yes,2,20.55,583.3,No,2,One year,3,None,2,Mailed check
6476,8779-YIQQA,Male,0,Yes,Yes,21,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,2,19.8,350.1,No,2,One year,3,None,2,Mailed check
6477,8859-YSTWS,Male,0,No,No,48,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,3,19.95,1004.5,No,2,One year,3,None,3,Bank transfer (automatic)
6478,8873-TMKGR,Male,0,No,No,29,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,2,19.1,529.5,No,2,One year,3,None,2,Mailed check
6479,8884-FEEWR,Male,0,No,No,35,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,3,20.6,754,No,2,One year,3,None,3,Bank transfer (automatic)
6480,8884-MRNSU,Male,0,Yes,Yes,17,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,3,19.9,329.75,No,2,One year,3,None,3,Bank transfer (automatic)
6481,8902-ZEOVF,Male,0,Yes,Yes,47,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,2,20.05,951.55,No,2,One year,3,None,2,Mailed check
6482,8909-BOLNL,Male,0,No,No,3,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,2,21.2,52.05,No,2,One year,3,None,2,Mailed check
6483,8958-JPTRR,Female,0,Yes,No,56,Yes,Yes,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,1,24.3,1261.7,No,2,One year,3,None,1,Electronic check
6484,8966-OIQHG,Female,0,Yes,Yes,22,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,3,20.75,452.35,No,2,One year,3,None,3,Bank transfer (automatic)
6485,8969-PRHFK,Male,0,No,No,18,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,2,19.65,411.25,No,2,One year,3,None,2,Mailed check
6486,9066-QRSDU,Female,0,Yes,No,69,Yes,Yes,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Yes,1,26.3,1763.55,No,2,One year,3,None,1,Electronic check
6487,9067-SQTNS,Male,0,Yes,Yes,44,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,3,20.6,926,No,2,One year,3,None,3,Bank transfer (automatic)
6488,9067-YGSCA,Female,0,No,No,70,Yes,Yes,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,4,26.05,1856.4,No,2,One year,3,None,4,Credit card (automatic)
6489,9170-ARBTB,Female,0,Yes,Yes,52,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,4,19.6,1012.4,No,2,One year,3,None,4,Credit card (automatic)
6490,9229-RQABD,Male,0,No,No,18,Yes,Yes,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,2,23.75,424.5,No,2,One year,3,None,2,Mailed check
6491,9347-AERRL,Male,0,Yes,No,23,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,4,19.3,486.2,No,2,One year,3,None,4,Credit card (automatic)
6492,9361-YNQWJ,Female,0,No,No,64,Yes,Yes,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Yes,3,24.4,1601.2,No,2,One year,3,None,3,Bank transfer (automatic)
6493,9442-JTWDL,Female,0,No,No,11,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,4,20.05,237.7,No,2,One year,3,None,4,Credit card (automatic)
6494,9447-YPTBX,Female,0,Yes,No,50,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Yes,3,19.85,943.1,No,2,One year,3,None,3,Bank transfer (automatic)
6495,9451-WLYRI,Female,0,Yes,No,53,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,4,19.05,990.45,No,2,One year,3,None,4,Credit card (automatic)
6496,9483-GCPWE,Male,0,No,Yes,9,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,2,20.1,190.25,No,2,One year,3,None,2,Mailed check
6497,9498-FIMXL,Female,0,No,No,8,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Yes,2,19.2,161.95,No,2,One year,3,None,2,Mailed check
6498,9503-XJUME,Male,0,No,Yes,52,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,4,19.65,928.4,No,2,One year,3,None,4,Credit card (automatic)
6499,9509-MPYOD,Female,0,No,No,35,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,2,20.75,700.45,No,2,One year,3,None,2,Mailed check
6500,9522-ZSINC,Male,0,No,No,13,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Yes,1,19.95,253.8,No,2,One year,3,None,1,Electronic check
6501,9531-NSBMR,Female,0,No,No,36,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Yes,3,19.25,679.8,No,2,One year,3,None,3,Bank transfer (automatic)
6502,9534-NSXEM,Male,0,No,No,26,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Yes,4,20.65,595.5,No,2,One year,3,None,4,Credit card (automatic)
6503,9575-IWCAZ,Male,0,Yes,No,6,Yes,Yes,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,2,25.1,171,No,2,One year,3,None,2,Mailed check
6504,9602-WCXPI,Male,0,No,No,50,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,4,20.15,989.05,No,2,One year,3,None,4,Credit card (automatic)
6505,9617-UDPEU,Female,0,No,No,22,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Yes,2,19.25,412.55,No,2,One year,3,None,2,Mailed check
6506,9620-QJREV,Male,0,No,Yes,47,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,4,20.55,1013.05,No,2,One year,3,None,4,Credit card (automatic)
6507,9621-OUPYD,Female,0,Yes,No,25,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Yes,3,20.2,507.9,No,2,One year,3,None,3,Bank transfer (automatic)
6508,9639-BUJXT,Male,0,No,No,63,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,2,20.5,1328.15,No,2,One year,3,None,2,Mailed check
6509,9732-OUYRN,Female,0,Yes,No,49,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,4,19.0,918.7,No,2,One year,3,None,4,Credit card (automatic)
6510,9746-UGFAC,Female,0,No,No,22,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,3,20.85,450.65,No,2,One year,3,None,3,Bank transfer (automatic)
6511,9766-HGEDE,Female,0,Yes,No,17,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,2,19.35,307,No,2,One year,3,None,2,Mailed check
6512,9801-NOSHQ,Male,0,No,Yes,23,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,2,19.8,465.45,No,2,One year,3,None,2,Mailed check
6513,9805-FILKB,Male,0,Yes,Yes,46,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,Yes,3,20.2,845.6,No,2,One year,3,None,3,Bank transfer (automatic)
6514,9824-QCJPK,Male,0,Yes,No,36,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,2,20.0,666.75,No,2,One year,3,None,2,Mailed check
6515,9845-QOMAD,Male,0,Yes,Yes,14,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,2,19.75,309.35,No,2,One year,3,None,2,Mailed check
6516,9847-HNVGP,Male,0,No,No,17,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,2,19.95,310.6,No,2,One year,3,None,2,Mailed check
6517,9867-JCZSP,Female,0,Yes,Yes,17,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,2,20.75,418.25,No,2,One year,3,None,2,Mailed check
6518,9891-NQDBD,Female,0,Yes,No,28,Yes,Yes,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2,No,2,25.55,672.2,No,2,One year,3,None,2,Mailed check
6519,0030-FNXPP,Female,0,No,No,3,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,19.85,57.2,No,1,Month-to-month,3,None,2,Mailed check
6520,0031-PVLZI,Female,0,Yes,Yes,4,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,20.35,76.35,Yes,1,Month-to-month,3,None,2,Mailed check
6521,0098-BOWSO,Male,0,No,No,27,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,1,19.4,529.8,No,1,Month-to-month,3,None,1,Electronic check
6522,0107-WESLM,Male,0,No,No,1,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,1,19.85,19.85,Yes,1,Month-to-month,3,None,1,Electronic check
6523,0114-RSRRW,Female,0,Yes,No,10,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,3,19.95,187.75,No,1,Month-to-month,3,None,3,Bank transfer (automatic)
6524,0137-UDEUO,Female,0,No,No,3,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,19.85,63.75,Yes,1,Month-to-month,3,None,2,Mailed check
6525,0142-GVYSN,Male,0,No,No,26,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,1,20.3,511.25,No,1,Month-to-month,3,None,1,Electronic check
6526,0178-CIIKR,Female,0,No,No,3,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,19.95,58,No,1,Month-to-month,3,None,2,Mailed check
6527,0188-GWFLE,Male,0,No,No,2,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,20.05,33.7,No,1,Month-to-month,3,None,2,Mailed check
6528,0208-BPQEJ,Female,0,Yes,Yes,12,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,3,19.4,198.1,No,1,Month-to-month,3,None,3,Bank transfer (automatic)
6529,0247-SLUJI,Male,0,Yes,Yes,1,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,19.7,19.7,No,1,Month-to-month,3,None,2,Mailed check
6530,0268-QKIWO,Female,0,No,No,3,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,1,19.75,58.85,Yes,1,Month-to-month,3,None,1,Electronic check
6531,0278-YXOOG,Male,0,No,No,5,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,21.05,113.85,Yes,1,Month-to-month,3,None,2,Mailed check
6532,0303-WMMRN,Male,0,No,No,5,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,2,19.25,86.05,No,1,Month-to-month,3,None,2,Mailed check
6533,0310-VQXAM,Male,0,No,No,9,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,19.85,178.8,No,1,Month-to-month,3,None,2,Mailed check
6534,0347-UBKUZ,Female,0,No,No,15,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,19.9,320.45,No,1,Month-to-month,3,None,2,Mailed check
6535,0357-NVCRI,Female,0,No,Yes,25,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,4,20.05,471.7,No,1,Month-to-month,3,None,4,Credit card (automatic)
6536,0366-NQSHS,Male,0,No,No,2,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,19.35,46.35,No,1,Month-to-month,3,None,2,Mailed check
6537,0380-ZCSBI,Male,0,No,No,10,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,4,20.0,198.7,No,1,Month-to-month,3,None,4,Credit card (automatic)
6538,0396-HUJBP,Female,0,No,No,2,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,19.3,44.4,No,1,Month-to-month,3,None,2,Mailed check
6539,0426-TIRNE,Female,0,No,No,1,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,20.9,20.9,Yes,1,Month-to-month,3,None,2,Mailed check
6540,0463-WZZKO,Male,0,No,No,3,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,4,20.75,67.1,No,1,Month-to-month,3,None,4,Credit card (automatic)
6541,0484-JPBRU,Male,0,No,No,41,Yes,Yes,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,3,25.25,996.45,No,1,Month-to-month,3,None,3,Bank transfer (automatic)
6542,0487-VVUVK,Male,0,Yes,Yes,25,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,2,19.15,477.6,No,1,Month-to-month,3,None,2,Mailed check
6543,0516-QREYC,Female,1,No,No,24,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,2,20.3,459.95,No,1,Month-to-month,3,None,2,Mailed check
6544,0519-DRGTI,Female,0,Yes,Yes,20,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,20.35,442.6,No,1,Month-to-month,3,None,2,Mailed check
6545,0536-BGFMZ,Female,0,Yes,No,28,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,20.5,563.05,No,1,Month-to-month,3,None,2,Mailed check
6546,0547-HURJB,Male,0,No,Yes,12,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,4,21.05,235.8,No,1,Month-to-month,3,None,4,Credit card (automatic)
6547,0568-ONFPC,Male,0,Yes,Yes,5,Yes,Yes,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,3,25.9,135,Yes,1,Month-to-month,3,None,3,Bank transfer (automatic)
6548,0594-UFTUL,Male,0,Yes,Yes,13,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,2,19.85,252,No,1,Month-to-month,3,None,2,Mailed check
6549,0620-XEFWH,Male,0,Yes,Yes,4,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,18.85,84.2,No,1,Month-to-month,3,None,2,Mailed check
6550,0670-KDOMA,Female,0,No,No,1,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,2,20.25,20.25,No,1,Month-to-month,3,None,2,Mailed check
6551,0673-IGUQO,Male,0,No,No,1,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,20.45,20.45,No,1,Month-to-month,3,None,2,Mailed check
6552,0690-SRQID,Male,0,No,No,4,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,2,19.65,67.55,No,1,Month-to-month,3,None,2,Mailed check
6553,0750-EKNGL,Male,0,No,No,7,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,20.75,141.1,No,1,Month-to-month,3,None,2,Mailed check
6554,0761-AETCS,Female,0,No,No,1,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,1,19.3,19.3,Yes,1,Month-to-month,3,None,1,Electronic check
6555,0787-LHDYT,Male,0,No,No,16,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,4,20.6,330.25,No,1,Month-to-month,3,None,4,Credit card (automatic)
6556,0816-TSPHQ,Male,0,No,No,2,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,20.75,44.2,No,1,Month-to-month,3,None,2,Mailed check
6557,0871-OPBXW,Female,0,No,No,2,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,2,20.05,39.25,No,1,Month-to-month,3,None,2,Mailed check
6558,0883-EIBTI,Female,0,No,No,2,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,19.5,31.55,Yes,1,Month-to-month,3,None,2,Mailed check
6559,0927-CNGRH,Male,0,No,Yes,1,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,19.55,19.55,No,1,Month-to-month,3,None,2,Mailed check
6560,0970-QXPXW,Female,0,No,No,1,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,19.65,19.65,No,1,Month-to-month,3,None,2,Mailed check
6561,1000-AJSLD,Male,0,No,No,1,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,2,20.1,20.1,Yes,1,Month-to-month,3,None,2,Mailed check
6562,1009-IRMNA,Female,0,No,No,7,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,3,20.0,137.6,Yes,1,Month-to-month,3,None,3,Bank transfer (automatic)
6563,1015-OWJKI,Male,0,No,No,1,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,19.05,19.05,No,1,Month-to-month,3,None,2,Mailed check
6564,1029-QFBEN,Male,0,No,No,1,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,19.55,19.55,Yes,1,Month-to-month,3,None,2,Mailed check
6565,1038-RQOST,Male,0,Yes,Yes,19,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,20.6,414.95,No,1,Month-to-month,3,None,2,Mailed check
6566,1045-LTCYT,Female,0,Yes,Yes,8,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,4,21.05,139.75,No,1,Month-to-month,3,None,4,Credit card (automatic)
6567,1051-EQPZR,Female,0,Yes,Yes,44,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,19.6,780.25,No,1,Month-to-month,3,None,2,Mailed check
6568,1051-GEJLJ,Female,0,No,No,2,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,19.5,27.55,No,1,Month-to-month,3,None,2,Mailed check
6569,1057-FOGLZ,Female,0,No,No,18,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,19.65,391.7,No,1,Month-to-month,3,None,2,Mailed check
6570,1066-JKSGK,Male,0,No,No,1,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,20.15,20.15,Yes,1,Month-to-month,3,None,2,Mailed check
6571,1087-UDSIH,Female,0,No,No,3,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,2,19.6,59.75,Yes,1,Month-to-month,3,None,2,Mailed check
6572,1098-TDVUQ,Female,0,No,No,1,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,3,19.25,19.25,No,1,Month-to-month,3,None,3,Bank transfer (automatic)
6573,1135-LMECX,Female,0,No,No,1,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,19.85,19.85,No,1,Month-to-month,3,None,2,Mailed check
6574,1140-UKVZG,Female,0,No,No,17,Yes,Yes,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,24.8,475.25,No,1,Month-to-month,3,None,2,Mailed check
6575,1156-ZFYDO,Female,0,No,No,1,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,1,19.75,19.75,No,1,Month-to-month,3,None,1,Electronic check
6576,1159-WFSGR,Female,0,Yes,Yes,16,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,1,20.4,321.4,No,1,Month-to-month,3,None,1,Electronic check
6577,1171-TYKUR,Male,0,Yes,No,47,Yes,Yes,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,1,25.4,1139.2,No,1,Month-to-month,3,None,1,Electronic check
6578,1194-SPVSP,Male,0,No,No,1,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,3,19.65,19.65,No,1,Month-to-month,3,None,3,Bank transfer (automatic)
6579,1218-VKFPE,Female,0,Yes,Yes,12,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,19.0,233.55,Yes,1,Month-to-month,3,None,2,Mailed check
6580,1222-KJNZD,Male,0,Yes,Yes,40,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,3,20.4,745.3,No,1,Month-to-month,3,None,3,Bank transfer (automatic)
6581,1222-LRYKO,Male,0,No,Yes,6,Yes,Yes,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,26.35,184.05,No,1,Month-to-month,3,None,2,Mailed check
6582,1237-WIYYZ,Female,0,No,No,18,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,2,19.55,389.25,No,1,Month-to-month,3,None,2,Mailed check
6583,1240-KNSEZ,Male,0,No,No,1,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,2,20.1,20.1,Yes,1,Month-to-month,3,None,2,Mailed check
6584,1257-SXUXQ,Male,0,Yes,Yes,5,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,19.45,86.05,No,1,Month-to-month,3,None,2,Mailed check
6585,1336-EZFZY,Female,0,No,No,4,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,20.05,83.3,No,1,Month-to-month,3,None,2,Mailed check
6586,1345-GKDZZ,Male,0,No,Yes,6,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,19.55,128.6,No,1,Month-to-month,3,None,2,Mailed check
6587,1349-WXNGG,Male,0,No,No,1,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,3,20.05,20.05,Yes,1,Month-to-month,3,None,3,Bank transfer (automatic)
6588,1383-EZRWL,Female,0,No,No,7,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,20.05,164.85,Yes,1,Month-to-month,3,None,2,Mailed check
6589,1385-TQOZW,Female,0,No,No,9,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,4,20.45,147.55,No,1,Month-to-month,3,None,4,Credit card (automatic)
6590,1386-ZIKUV,Male,0,No,No,7,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,2,18.95,130.55,No,1,Month-to-month,3,None,2,Mailed check
6591,1423-BMPBQ,Female,0,Yes,Yes,1,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,2,19.0,19,No,1,Month-to-month,3,None,2,Mailed check
6592,1431-CYWMH,Female,0,Yes,Yes,22,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,3,19.05,454.05,No,1,Month-to-month,3,None,3,Bank transfer (automatic)
6593,1449-XQEMT,Male,0,No,No,3,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,2,19.8,58.15,Yes,1,Month-to-month,3,None,2,Mailed check
6594,1465-WCZVT,Female,0,Yes,Yes,3,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,19.65,60.65,No,1,Month-to-month,3,None,2,Mailed check
6595,1488-SYSFC,Male,0,Yes,Yes,31,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,1,20.65,702.05,No,1,Month-to-month,3,None,1,Electronic check
6596,1493-AMTIE,Male,0,No,No,1,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,3,20.2,20.2,Yes,1,Month-to-month,3,None,3,Bank transfer (automatic)
6597,1498-DQNRX,Female,0,Yes,No,29,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,19.85,573.05,No,1,Month-to-month,3,None,2,Mailed check
6598,1539-LNKHM,Female,0,No,No,12,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,20.4,266.6,No,1,Month-to-month,3,None,2,Mailed check
6599,1552-CZCLL,Female,0,Yes,Yes,55,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,4,20.0,1087.25,No,1,Month-to-month,3,None,4,Credit card (automatic)
6600,1552-TKMXS,Female,0,Yes,No,42,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,4,20.35,869.9,No,1,Month-to-month,3,None,4,Credit card (automatic)
6601,1563-IWQEX,Female,0,No,No,12,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,2,19.7,220.35,No,1,Month-to-month,3,None,2,Mailed check
6602,1577-HKTFG,Female,0,Yes,No,30,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,No,3,19.65,655.85,Yes,1,Month-to-month,3,None,3,Bank transfer (automatic)
6603,1614-JBEBI,Female,0,No,No,8,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,2,20.7,137.6,No,1,Month-to-month,3,None,2,Mailed check
6604,1622-HSHSF,Female,0,No,No,1,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,2,19.55,19.55,No,1,Month-to-month,3,None,2,Mailed check
6605,1641-BYBTK,Male,0,No,Yes,6,Yes,No,3,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Yes,2,20.2,98.35,No,1,Month-to-month,3,None,2,Mailed check
